Rk,School,Conf,ConfStr,AdjEM,AdjO,SDO,AdjD,SDD,AdjT,SDP,Record,Home,Neutral,Away,Q1,Q2,Q3,Q4
113.0,Tulane,AAC,5.503526353345421,6.3300777905278665,105.9264297737519,15.076932190780397,99.59635198322404,16.298255891048182,77.9573781413513,16.298255891048182,[20-11],[12-3],[3-4],[5-4],[1-4],[4-1],[4-4],[11-2]
114.0,Arizona State,Pac-12,4.339152644880173,6.2897805155665765,100.96014542120565,16.828036884472688,94.67036490563908,17.908272419831082,74.32491812753413,17.908272419831082,[23-13],[10-5],[6-2],[7-6],[3-4],[5-4],[4-4],[11-1]
115.0,Washington State,Pac-12,4.339152644880173,6.206093758300511,105.20050723365418,16.974272736139813,98.99441347535367,18.029746994233818,68.26855998093808,18.029746994233818,[17-17],[10-4],[2-5],[5-8],[1-6],[1-7],[8-3],[7-1]
116.0,Southern Illinois,MVC,0.7463188532381935,6.055440126067566,101.28195346242684,14.682003723747746,95.22651333635928,16.024158611964257,65.88456263322851,16.024158611964257,[22-10],[12-2],[2-2],[8-6],[2-3],[1-3],[6-3],[13-1]
117.0,Fordham,A-10,2.5930691894415645,6.017966915116233,101.34486255873708,14.872240955057757,95.32689564362084,16.82168965108966,72.52987818245718,16.82168965108966,[24-8],[17-2],[1-1],[6-5],[0-3],[2-1],[5-3],[17-1]
118.0,Kennesaw State,A-Sun,-1.4488923654530197,5.9411303042691515,103.67179154729861,12.155500222499938,97.73066124302946,13.216600006725773,69.5632588722887,13.216600006725773,[23-9],[12-1],[1-2],[10-6],[2-4],[0-1],[7-2],[14-2]
119.0,Syracuse,ACC,6.458574349571919,5.928219435727229,107.25311641925794,13.052806801161676,101.3248969835307,13.494034551308733,69.1781054975378,13.494034551308733,[17-15],[11-7],[1-2],[5-6],[1-8],[1-4],[6-2],[9-1]
120.0,Texas A&M-Corpus Christi,Southland,-6.197279410965066,5.838509885002594,107.75256690022454,18.134660538648635,101.91405701522194,19.800448154849413,69.94364458180478,19.800448154849413,[20-11],[10-2],[3-2],[7-7],[0-2],[0-2],[4-1],[16-6]
121.0,Navy,Patriot,-2.141467495405493,5.742503316271595,105.85308454988527,11.384077793238568,100.11058123361367,12.992317337803499,64.82491928367037,12.992317337803499,[17-13],[8-6],[0-0],[9-7],[0-3],[3-2],[4-0],[10-8]
122.0,Colorado,Pac-12,4.339152644880173,5.7209063176619,99.06337999224233,14.25314162903915,93.34247367458043,15.639057280759214,74.6006712752849,15.639057280759214,[18-17],[13-5],[3-3],[2-9],[2-5],[2-4],[7-4],[7-4]
123.0,Eastern Washington,Big Sky,-0.9188566362659714,5.6483409575276795,109.75842159134477,16.48500821094261,104.11008063381709,17.545193334046637,67.2737933134427,17.545193334046637,[22-11],[10-2],[2-2],[10-7],[0-1],[2-4],[5-4],[15-2]
124.0,Pennsylvania,Ivy,2.0873678054697535,5.6247503244008925,107.94897470459075,14.815466614218165,102.32422438018986,15.614495419881058,70.86074153357438,15.614495419881058,[16-13],[10-4],[0-0],[6-9],[1-5],[1-4],[6-1],[8-3]
125.0,Wright State,Horizon,-1.4172126408616066,5.5346799524746615,105.53121436045004,15.608950211724018,99.99653440797537,17.078241066068937,71.51189010199465,17.078241066068937,[16-15],[7-6],[2-1],[7-8],[0-2],[0-3],[5-6],[11-4]
126.0,Grand Canyon,WAC,0.03782258205318101,5.340035095328204,107.53834983864382,16.41656795365277,102.19831474331562,17.465012349791262,68.57165582242956,17.465012349791262,[21-12],[11-4],[5-3],[5-5],[0-2],[2-2],[8-5],[11-3]
127.0,Ball State,MAC,0.41303669242816454,5.2578826595562305,107.8694072407714,13.118300775198144,102.61152458121516,14.154301493028374,66.51756861556385,14.154301493028374,[18-12],[10-2],[2-3],[6-7],[2-3],[1-5],[2-1],[13-3]
128.0,Wichita State,AAC,5.503526353345421,5.080957488155633,102.85594929845887,11.918725373383227,97.77499181030323,12.989095439880508,70.9503411545521,12.989095439880508,[17-15],[8-8],[2-3],[7-4],[0-5],[1-4],[6-4],[10-2]
129.0,Middle Tennessee,CUSA,4.193010157896197,5.064720609112982,103.23246620007075,12.274250976220666,98.16774559095776,12.571645072517779,69.17476633159039,12.571645072517779,[17-14],[10-2],[4-1],[3-11],[2-5],[4-1],[4-6],[7-2]
130.0,Troy,Sun Belt,1.3382678718964485,5.027340249345713,101.0673683722555,14.070223536179432,96.04002812290979,14.967153075447692,70.83864326527019,14.967153075447692,[17-13],[8-3],[2-2],[7-8],[0-3],[0-5],[6-4],[11-1]
131.0,Cleveland State,Horizon,-1.4172126408616066,4.90345348515595,105.05249632240474,15.31231632888106,100.14904283724879,16.156423070025227,66.43052316320087,16.156423070025227,[20-13],[12-2],[1-2],[7-9],[0-3],[2-3],[7-5],[11-2]
132.0,Quinnipiac,MAAC,-0.4593506605747848,4.900129249653389,104.50110137157904,13.171488710259444,99.60097212192565,14.57477117327016,71.21972125022845,14.57477117327016,[18-12],[8-4],[2-2],[8-6],[1-2],[1-1],[4-4],[12-5]
133.0,Lipscomb,A-Sun,-1.4488923654530197,4.817583385955757,104.83032051294495,13.694208720007357,100.0127371269892,14.4772511082715,67.40384959417825,14.4772511082715,[17-13],[10-2],[0-0],[7-11],[1-1],[1-3],[5-2],[10-7]
134.0,St. John's (NY),Big East,7.535675277249311,4.780269333593509,101.86237534841679,12.383542323862272,97.08210601482328,12.985490578176378,77.04311205174388,12.985490578176378,[17-15],[11-6],[3-0],[3-9],[1-9],[1-3],[2-3],[13-0]
135.0,Chattanooga,Southern,0.607138182247013,4.689653260741565,108.66608320509808,13.381429417558149,103.97642994435651,13.749238752183457,68.01152077877728,13.749238752183457,[15-17],[6-7],[3-1],[6-9],[0-4],[2-3],[3-7],[10-3]
136.0,San Jose State,MWC,6.732010734582303,4.469581200814062,104.92816445899798,15.200143646530654,100.45858325818392,15.436622980612517,64.91721595269073,15.436622980612517,[20-14],[11-3],[4-3],[5-8],[2-7],[3-3],[4-4],[11-0]
137.0,Radford,Big South,-1.836365646304401,4.311867220229985,104.05869168348347,14.67459303774954,99.74682446325349,15.387276375949247,64.0300459647262,15.387276375949247,[19-15],[8-3],[4-2],[7-10],[0-3],[0-2],[6-5],[13-5]
138.0,George Mason,A-10,2.5930691894415645,4.224654218994104,101.98878987585042,15.006539443897243,97.76413565685631,15.497558571880266,69.07895533739313,15.497558571880266,[20-13],[14-2],[2-4],[4-7],[1-2],[2-3],[8-4],[9-4]
139.0,Richmond,A-10,2.5930691894415645,4.16538398598486,103.16870181639776,12.59357251869219,99.0033178304129,13.095087347546961,68.4728879627168,13.095087347546961,[15-18],[12-4],[2-3],[1-11],[1-5],[0-1],[5-9],[9-3]
140.0,Southern Utah,WAC,0.03782258205318101,4.103361305428663,105.66607973592004,13.913577012859312,101.56271843049137,14.494254114749765,75.9061204642839,14.494254114749765,[20-13],[9-2],[6-3],[5-8],[0-3],[2-2],[4-6],[14-2]
141.0,UNC Asheville,Big South,-1.836365646304401,4.095283728724354,103.33051651130906,14.099099222286396,99.2352327825847,14.94842718019432,69.09741453797054,14.94842718019432,[25-8],[11-0],[4-2],[10-6],[1-3],[1-0],[7-2],[16-3]
142.0,Vanderbilt,SEC,6.977958743424949,4.047071726643253,105.79395938737277,15.713031996407219,101.74688766072951,15.919999026277264,71.66953284550388,15.919999026277264,[22-15],[14-6],[3-3],[5-6],[4-8],[4-4],[5-2],[9-1]
143.0,Drexel,CAA,-3.54890206421814,3.9635357845243817,102.50473786548682,14.338850486973199,98.54120208096244,15.820840748463649,64.60224599052546,15.820840748463649,[16-15],[11-3],[2-3],[3-9],[1-1],[0-4],[3-5],[12-5]
144.0,Oklahoma,Big 12,10.754673828542224,3.675755079271795,101.31096474816701,15.93405457620434,97.63520966889521,16.163135934725915,71.94056199774947,16.163135934725915,[15-17],[9-7],[4-2],[2-8],[2-7],[4-7],[6-3],[3-0]
145.0,Cal State Fullerton,Big West,-1.675189283908395,3.604714485979443,101.41316389751628,13.119840778344896,97.80844941153684,13.995804343706704,69.59723403293785,13.995804343706704,[18-13],[9-2],[2-3],[7-8],[0-1],[4-2],[5-6],[9-4]
146.0,UNC Wilmington,CAA,-3.54890206421814,3.5203574923701524,102.14185685345218,15.079943709450678,98.62149936108203,15.708045051333489,66.26201850426358,15.708045051333489,[22-10],[9-3],[5-1],[8-6],[1-6],[2-0],[4-3],[15-1]
147.0,Harvard,Ivy,2.0873678054697535,3.377741100490283,101.07656953072704,14.276942763958942,97.69882843023676,14.80276956857362,69.01861703886681,14.80276956857362,[12-14],[4-7],[1-1],[7-6],[0-4],[2-4],[3-1],[7-5]
148.0,Missouri State,MVC,0.7463188532381935,3.3559736968597207,102.49023462529307,15.270296979282037,99.13426092843335,15.604272949253781,65.85747069132081,15.604272949253781,[16-15],[9-4],[2-3],[5-8],[3-4],[1-3],[3-4],[9-4]
149.0,Northwestern State,Southland,-6.197279410965066,3.2563623479213106,106.03932926716496,14.779170012711022,102.78296691924365,15.499334694561709,66.61649139739912,15.499334694561709,[21-11],[9-3],[2-1],[10-7],[1-2],[0-2],[3-3],[17-4]
150.0,Stephen F. Austin,WAC,0.03782258205318101,3.0811700914546662,103.49475276064621,15.695013517118488,100.41358266919154,16.232226131930204,72.46709381288456,16.232226131930204,[16-13],[9-4],[1-4],[6-5],[0-2],[1-2],[4-5],[11-4]
151.0,Detroit Mercy,Horizon,-1.4172126408616066,3.036791999563391,110.53247337694697,15.068282180088858,107.49568137738358,15.221940550108776,67.64954326429775,15.221940550108776,[13-19],[8-5],[0-1],[5-13],[0-4],[0-6],[4-6],[9-3]
152.0,Siena,MAAC,-0.4593506605747848,2.985679972562167,103.1663282456576,11.680098765525974,100.18064827309543,12.30088715034187,67.8752622454868,12.30088715034187,[17-15],[8-5],[2-2],[7-8],[1-1],[1-0],[5-6],[10-8]
153.0,Stanford,Pac-12,4.339152644880173,2.973873321754027,106.07524930426898,14.960467037015666,103.10137598251495,15.73329406000549,69.45163456102051,15.73329406000549,[14-19],[9-6],[3-5],[2-8],[1-6],[2-5],[1-7],[10-1]
154.0,Bryant,AEC,-2.009596864476663,2.9575484117322333,105.4234330780909,14.546975340282366,102.46588466635866,14.82624858004462,72.11188379830504,14.82624858004462,[15-13],[7-4],[1-1],[7-8],[0-5],[1-2],[3-1],[11-5]
155.0,Montana,Big Sky,-0.9188566362659714,2.860873481414046,106.49926956933608,11.452173002426667,103.63839608792203,11.72066825272403,63.33145456903773,11.72066825272403,[16-14],[8-4],[2-1],[6-9],[0-2],[0-4],[3-6],[13-2]
156.0,Old Dominion,Sun Belt,1.3382678718964485,2.7560867474286965,101.09257176899536,13.726365867539846,98.33648502156666,13.854335242289128,68.54814011625126,13.854335242289128,[18-12],[11-4],[1-3],[6-5],[2-3],[1-3],[6-2],[9-4]
157.0,North Carolina Central,MEAC,-7.957456933997264,2.7160489164704273,100.35048317549264,12.04035773509369,97.63443425902221,13.090449259465858,70.80151533679893,13.090449259465858,[14-12],[9-1],[1-1],[4-10],[0-3],[0-0],[1-7],[13-2]
158.0,Davidson,A-10,2.5930691894415645,2.698023318921372,102.92650562491353,12.394171606838512,100.22848230599216,12.674701809802594,69.927817061857,12.674701809802594,[15-16],[6-8],[3-2],[6-6],[0-5],[3-3],[4-6],[8-2]
159.0,Rider,MAAC,-0.4593506605747848,2.6639971649474035,105.77034323063413,12.367659371918474,103.10634606568672,12.971012916791386,67.30157475027683,12.971012916791386,[15-14],[7-5],[0-3],[8-6],[1-3],[0-1],[3-5],[11-5]
160.0,St. Thomas,Summit,-2.7468561844670916,2.613361170322264,106.41811900140016,14.267793131513463,103.8047578310779,14.83098891847673,65.21038928700037,14.83098891847673,[17-14],[10-2],[3-1],[4-11],[0-4],[0-2],[2-4],[15-4]
161.0,Colorado State,MWC,6.732010734582303,2.595124182541028,106.6679053621007,15.798707355266327,104.07278117955967,15.842059375425755,68.54663857214949,15.842059375425755,[14-18],[8-7],[2-3],[4-8],[1-8],[2-4],[3-4],[8-2]
162.0,Eastern Kentucky,A-Sun,-1.4488923654530197,2.5877229670395536,101.75185604096117,13.433791151535331,99.16413307392162,13.537547007177364,72.16938980600699,13.537547007177364,[20-14],[11-2],[4-2],[5-10],[1-5],[2-4],[6-0],[11-5]
163.0,Gardner-Webb,Big South,-1.836365646304401,2.5606867842185324,98.90042701011554,13.516532636209211,96.339740225897,13.835897502774039,66.8114914425163,13.835897502774039,[13-16],[6-5],[1-1],[6-10],[0-1],[0-1],[3-11],[10-3]
164.0,California Baptist,WAC,0.03782258205318101,2.4803303853388172,100.53406792391743,13.663633999875525,98.05373753857862,14.203294261529562,67.44212630947585,14.203294261529562,[15-16],[10-5],[1-3],[4-8],[0-1],[0-4],[2-5],[13-6]
165.0,Milwaukee,Horizon,-1.4172126408616066,2.4781619486075925,103.13668855790836,15.428594297850454,100.65852660930076,15.513543974184339,72.50048100998256,15.513543974184339,[19-12],[12-3],[1-2],[6-7],[0-3],[3-3],[7-4],[9-2]
166.0,Seattle,WAC,0.03782258205318101,2.4238215415598177,99.4306706062995,15.247607634435566,97.00684906473968,15.437932493559693,71.42132145423761,15.437932493559693,[18-12],[10-2],[1-3],[7-7],[1-2],[1-2],[4-5],[12-3]
167.0,Air Force,MWC,6.732010734582303,2.412294921993535,105.91542010674229,16.407225904143818,103.50312518474875,16.487264314736898,62.79949212162741,16.487264314736898,[14-18],[10-9],[0-0],[4-9],[0-6],[1-3],[4-4],[9-5]
168.0,UC Davis,Big West,-1.675189283908395,2.4063230280414416,102.37655512738073,12.427633285423868,99.97023209933928,13.061351127178446,73.53834171363562,13.061351127178446,[16-14],[8-4],[3-1],[5-9],[0-1],[0-5],[2-6],[14-2]
169.0,South Florida,AAC,5.503526353345421,2.298062992026118,103.24345418879244,14.218523769015118,100.94539119676632,14.390518689409317,71.94266925590262,14.390518689409317,[14-18],[9-9],[1-2],[4-7],[1-5],[2-3],[3-3],[8-7]
170.0,Louisiana Tech,CUSA,4.193010157896197,2.2560059829955748,103.32799834828825,15.341170996242099,101.07199236529267,15.373213861001847,70.74325096869381,15.373213861001847,[13-18],[7-6],[2-1],[4-11],[0-7],[1-4],[1-7],[11-0]
171.0,SIU Edwardsville,OVC,-3.9715200991349633,2.0886615547628224,102.24987101000846,12.065613077989177,100.16120945524564,12.555641612254727,69.28056568116084,12.555641612254727,[16-14],[6-5],[3-1],[7-8],[0-0],[2-2],[2-5],[12-7]
172.0,Florida Gulf Coast,A-Sun,-1.4488923654530197,1.932031517473888,103.63624222989122,15.350514135253105,101.70421071241734,15.54378775106488,65.4997158489104,15.54378775106488,[16-15],[7-5],[3-1],[6-9],[0-3],[1-0],[4-6],[11-6]
173.0,UC Riverside,Big West,-1.675189283908395,1.899702962352137,103.07508142101702,12.82588356645833,101.17537845866488,13.205198487772064,71.18326001023523,13.205198487772064,[21-12],[8-4],[4-1],[9-7],[0-1],[3-3],[5-6],[13-2]
174.0,Temple,AAC,5.503526353345421,1.8504253708210001,100.77943424086953,11.998065443207716,98.92900887004853,12.032845553145194,72.88522917459599,12.032845553145194,[16-16],[9-7],[1-3],[6-6],[3-4],[3-3],[4-6],[6-3]
175.0,Norfolk State,MEAC,-7.957456933997264,1.8416780897602223,107.99047087242694,13.848829629191377,106.14879278266672,14.713605944864586,67.47205705954184,14.713605944864586,[18-11],[6-2],[6-1],[6-8],[0-3],[0-1],[2-3],[16-4]
176.0,Stetson,A-Sun,-1.4488923654530197,1.7196363233191931,110.42190993339086,16.035947835013552,108.70227361007167,16.086814313554328,66.22531083997434,16.086814313554328,[15-14],[7-3],[1-2],[7-9],[0-3],[1-2],[3-7],[11-2]
177.0,Purdue-Fort Wayne,Horizon,-1.4172126408616066,1.665975564845013,100.80917403210843,13.60368266981079,99.14319846726342,13.617961329257993,69.21838900012123,13.617961329257993,[15-15],[7-6],[1-1],[7-8],[1-1],[1-5],[3-7],[10-2]
178.0,South Dakota State,Summit,-2.7468561844670916,1.5872195863824032,101.06132882925081,19.0937504555905,99.47410924286841,19.207506693051315,67.39621517637325,19.207506693051315,[18-13],[9-2],[3-2],[6-9],[1-6],[0-1],[3-5],[14-1]
179.0,Appalachian State,Sun Belt,1.3382678718964485,1.5806326068975949,99.32793552870051,12.41858018056715,97.74730292180291,12.471974082296665,67.58614513526564,12.471974082296665,[13-16],[7-7],[0-2],[6-7],[1-2],[0-7],[4-4],[8-3]
180.0,Brown,Ivy,2.0873678054697535,1.4983939938162791,99.52401804742982,10.635253725097984,98.02562405361354,10.84442429603349,70.98047300896665,10.84442429603349,[13-13],[7-5],[0-0],[6-8],[0-6],[1-4],[3-2],[9-1]
181.0,Notre Dame,ACC,6.458574349571919,1.2338139704648938,106.4353614117221,14.152874224299397,105.2015474412572,14.235929740885343,65.75344057952063,14.235929740885343,[11-21],[11-8],[0-3],[0-10],[0-7],[3-5],[2-5],[6-4]
182.0,Portland,WCC,6.922509813696621,1.1206115745830658,107.45856808695711,17.49969737796416,106.33795651237405,17.555121942236305,70.60455403419381,17.555121942236305,[12-19],[8-7],[2-2],[2-10],[0-7],[0-5],[3-5],[9-2]
183.0,Grambling,SWAC,-12.7376828307723,1.0814578814480882,98.54840084217052,15.270874694317003,97.46694296072243,17.026998768230452,68.73095023009544,17.026998768230452,[22-9],[9-1],[4-2],[9-6],[0-2],[0-2],[2-0],[20-5]
184.0,Queens (NC),A-Sun,-1.4488923654530197,0.9255319713578416,106.49463593177931,14.041500614263276,105.56910396042147,14.069605290566148,69.45341640778109,14.069605290566148,[15-15],[5-5],[3-0],[7-10],[1-2],[1-2],[4-4],[9-7]
185.0,Army,Patriot,-2.141467495405493,0.7609872477150361,105.498095785084,12.500384567033095,104.73710853736897,12.703617674798835,68.73636180820436,12.703617674798835,[14-16],[8-5],[0-3],[6-8],[0-2],[0-3],[3-3],[11-8]
186.0,St. Bonaventure,A-10,2.5930691894415645,0.7211954810228178,99.77901334815631,13.180562799620423,99.0578178671335,13.189115857842058,68.66767911992318,13.189115857842058,[14-18],[11-4],[1-3],[2-11],[1-1],[1-3],[7-9],[5-5]
187.0,Robert Morris,Horizon,-1.4172126408616066,0.6642914204340258,100.07574585981251,13.961843195105478,99.41145443937849,14.011200009515395,65.52585372056855,14.011200009515395,[14-17],[9-4],[0-3],[5-10],[0-3],[2-5],[2-6],[10-3]
188.0,Maryland-Baltimore County,AEC,-2.009596864476663,0.6165965634140349,106.88027500838324,14.239307233853136,106.2636784449692,14.48131652874046,67.57921453541073,14.48131652874046,[16-14],[11-4],[0-0],[5-10],[0-4],[0-4],[2-0],[14-6]
189.0,Saint Joseph's,A-10,2.5930691894415645,0.5739302199474707,101.75710739621282,12.935920573927351,101.18317717626535,12.946374238657302,72.0820843853595,12.946374238657302,[15-17],[9-6],[2-4],[4-7],[0-3],[1-3],[2-8],[12-3]
190.0,Nebraska,Big Ten,8.724533341990082,0.4310138017363272,99.95286668206808,15.302811496221665,99.52185288033175,15.36159060599683,70.27063515064121,15.36159060599683,[16-16],[11-4],[1-3],[4-9],[3-9],[3-5],[2-1],[8-1]
191.0,Mercer,Southern,0.607138182247013,0.3500903496246792,101.10684088435943,15.076965763265795,100.75675053473475,15.079242792833794,63.998048697960016,15.079242792833794,[12-19],[5-7],[3-2],[4-10],[0-3],[1-5],[2-7],[9-4]
192.0,Pacific,WCC,6.922509813696621,0.2666135145822608,104.99939051538433,14.543191812250914,104.73277700080207,14.617538690321544,70.7026406004916,14.617538690321544,[14-17],[6-9],[1-1],[7-7],[0-3],[1-4],[5-6],[8-4]
193.0,Campbell,Big South,-1.836365646304401,0.15710517000616164,103.78298047554915,16.177031556574946,103.62587530554299,16.196169672704052,65.5446507074386,16.196169672704052,[14-18],[6-6],[4-2],[4-10],[0-1],[1-1],[3-10],[10-6]
194.0,East Tennessee State,Southern,0.607138182247013,0.14137824221477047,101.77594859675065,14.800671576348833,101.63457035453588,14.797169564979267,64.8654945612073,14.797169564979267,[10-20],[5-9],[1-2],[4-9],[0-2],[2-3],[1-8],[7-7]
195.0,Northern Iowa,MVC,0.7463188532381935,0.04835636899315432,100.69251789243532,10.36642506317652,100.64416152344216,10.366932388495558,69.99043285475287,10.366932388495558,[13-18],[7-8],[2-3],[4-7],[0-5],[1-5],[2-5],[10-3]
196.0,Buffalo,MAC,0.41303669242816454,0.007938658809223398,100.75770626739993,16.18270437917532,100.7497676085907,16.363023683032086,74.92179990136148,16.363023683032086,[13-17],[9-4],[1-4],[3-9],[0-8],[2-5],[2-1],[9-3]
197.0,Georgia Southern,Sun Belt,1.3382678718964485,0.006827972804316573,99.40829301616962,14.851867777846483,99.4014650433653,14.852328414554485,67.32235144545915,14.852328414554485,[14-16],[9-4],[2-1],[3-11],[1-2],[1-5],[2-5],[10-4]
198.0,Long Beach State,Big West,-1.675189283908395,-0.037596819600921094,100.59373039765427,9.537888857521315,100.63132721725519,9.671962188277593,77.94427581161206,9.671962188277593,[15-16],[7-5],[2-2],[6-9],[0-3],[1-4],[4-6],[10-3]
199.0,Butler,Big East,7.535675277249311,-0.223878536762129,97.29022185819802,18.675612750913285,97.51410039496015,18.882474807704316,68.8413631971346,18.882474807704316,[14-18],[10-6],[1-2],[3-10],[1-11],[3-5],[2-1],[8-1]
200.0,Mississippi,SEC,6.977958743424949,-0.257849940765297,99.15240754324068,12.709376430460878,99.41025748400598,12.719512636987133,70.60679934236579,12.719512636987133,[12-21],[7-10],[3-2],[2-9],[1-6],[0-8],[4-4],[7-3]
201.0,Weber State,Big Sky,-0.9188566362659714,-0.3073266385825093,98.65324408156239,14.333552622070552,98.9605707201449,14.363701955284137,65.34888542744946,14.363701955284137,[16-15],[6-4],[2-3],[8-8],[1-1],[0-3],[4-7],[11-4]
202.0,Delaware,CAA,-3.54890206421814,-0.3996218121777133,102.6675056786377,11.278770538244379,103.06712749081541,11.287262285026964,68.43842823715423,11.287262285026964,[16-16],[9-5],[3-1],[4-10],[1-4],[1-4],[5-5],[9-3]
203.0,East Carolina,AAC,5.503526353345421,-0.44524999080582006,99.47224256312205,15.19976100106281,99.91749255392787,15.215795635387094,70.56277485946494,15.215795635387094,[16-17],[10-6],[4-2],[2-9],[1-5],[2-3],[2-5],[11-4]
204.0,UTEP,CUSA,4.193010157896197,-0.47305547473987986,96.27072147159357,12.22656672874235,96.74377694633345,12.31041961255629,70.65824078972531,12.31041961255629,[12-18],[9-7],[0-1],[3-10],[0-8],[1-1],[3-4],[8-5]
205.0,Western Kentucky,CUSA,4.193010157896197,-0.47545379596854787,101.20669203648431,15.237726148770362,101.68214583245286,15.320015523087473,69.93483135223234,15.320015523087473,[15-16],[7-5],[3-2],[5-9],[1-6],[0-3],[5-4],[9-3]
206.0,Fresno State,MWC,6.732010734582303,-0.4915381539147887,99.49610987720264,18.075127012448284,99.98764803111743,18.218656252906282,63.86638692363326,18.218656252906282,[10-20],[6-7],[0-4],[4-9],[0-6],[3-1],[3-9],[4-4]
207.0,Tennessee-Martin,OVC,-3.9715200991349633,-0.5037781368788785,103.5487105539919,13.836440683085558,104.05248869087077,13.854285644874968,71.94801963137246,13.854285644874968,[15-14],[10-2],[1-1],[4-11],[0-2],[0-0],[4-5],[11-7]
208.0,Tennessee State,OVC,-3.9715200991349633,-0.5225316770939514,103.71955712257065,13.549201726738598,104.2420887996646,13.616669401743398,70.74083702200656,13.616669401743398,[14-14],[9-4],[1-2],[4-8],[0-0],[0-2],[3-3],[11-9]
209.0,Wofford,Southern,0.607138182247013,-0.5411388241876978,106.85353974409225,14.201861696098081,107.39467856827994,14.219243506803025,66.27277983845732,14.219243506803025,[14-16],[9-4],[1-1],[4-11],[1-3],[2-3],[3-6],[8-4]
210.0,Washington,Pac-12,4.339152644880173,-0.6675197805102329,96.9667055728738,13.153855975884388,97.63422535338404,13.159840888996774,74.34019111131987,13.159840888996774,[16-16],[12-6],[2-1],[2-9],[1-5],[1-5],[4-4],[10-2]
211.0,George Washington,A-10,2.5930691894415645,-0.7341373074520732,107.05069125207183,13.465132490363176,107.7848285595239,13.48035521601208,72.44716770582566,13.48035521601208,[15-16],[10-6],[0-4],[5-6],[0-1],[1-2],[4-9],[10-4]
212.0,Pepperdine,WCC,6.922509813696621,-0.7753385163708799,102.33067588647832,14.576778286759652,103.1060144028492,15.316933654447771,75.24827487411017,15.316933654447771,[7-22],[6-8],[1-2],[0-12],[0-6],[1-5],[1-8],[5-3]
213.0,Howard,MEAC,-7.957456933997264,-0.8042225539575014,101.91082942585385,15.250955116811932,102.71505197981135,15.312201852514367,71.87261770925303,15.312201852514367,[19-13],[9-2],[4-3],[6-8],[0-4],[0-1],[5-3],[14-5]
214.0,Southeast Missouri State,OVC,-3.9715200991349633,-0.8881446858868856,101.08492534285001,13.212878614039637,101.9730700287369,13.225787804253477,74.65557609164374,13.225787804253477,[17-17],[7-4],[5-2],[5-11],[0-2],[0-1],[2-8],[15-6]
215.0,Florida International,CUSA,4.193010157896197,-0.8986279349010857,99.80328000687618,12.590308092920688,100.70190794177726,12.750672819935533,72.76480449391464,12.750672819935533,[12-18],[9-7],[0-1],[3-10],[1-6],[1-1],[4-7],[6-4]
216.0,Morehead State,OVC,-3.9715200991349633,-0.994524795168104,100.78311726942245,16.10002475160505,101.77764206459055,16.13821912783756,65.12376916081328,16.13821912783756,[18-12],[10-2],[0-1],[8-9],[1-4],[0-0],[5-3],[12-5]
217.0,Western Carolina,Southern,0.607138182247013,-1.0254760714651212,101.5799395246234,17.234103024366018,102.60541559608852,17.309361712759515,67.68534886625558,17.309361712759515,[15-16],[6-5],[3-2],[6-9],[0-4],[1-4],[5-4],[9-4]
218.0,Utah Tech,WAC,0.03782258205318101,-1.0436620388908864,103.9680368440267,15.087505330652682,105.01169888291759,15.088462964426293,72.05613325078662,15.088462964426293,[11-19],[6-5],[2-1],[3-13],[0-3],[0-3],[4-8],[7-5]
219.0,American,Patriot,-2.141467495405493,-1.076824704476394,103.76550893619446,12.271678619831395,104.84233364067086,12.29786697998138,62.303033012157556,12.29786697998138,[17-15],[8-6],[0-0],[9-9],[0-1],[3-0],[2-6],[12-8]
220.0,Wyoming,MWC,6.732010734582303,-1.4132246030628721,102.46525625756048,16.072924337359396,103.87848086062336,16.723741404001995,68.46417227875601,16.723741404001995,[8-22],[6-8],[1-6],[1-8],[1-9],[0-4],[1-6],[6-3]
221.0,Southeastern Louisiana,Southland,-6.197279410965066,-1.4675537301780537,103.9704234941872,10.700956502557089,105.43797722436526,10.701327157020662,69.3838343076256,10.701327157020662,[15-14],[7-4],[1-2],[7-8],[0-2],[1-0],[2-8],[12-4]
222.0,Fairleigh Dickinson,NEC,-9.250784289221727,-1.4685028620315705,107.48003618001664,13.795098233374658,108.94853904204821,14.016743073088909,70.80011381839053,14.016743073088909,[18-15],[8-4],[3-2],[7-9],[1-2],[0-1],[1-2],[16-10]
223.0,Georgia Tech,ACC,6.458574349571919,-1.563145284836935,99.45046493567509,15.128964619177047,101.01361022051202,15.322477399768944,67.82961887470789,15.322477399768944,[13-18],[9-6],[1-3],[3-9],[1-9],[2-5],[1-2],[9-2]
224.0,Boston College,ACC,6.458574349571919,-1.5742622378783437,99.32244318573261,11.964464607683174,100.89670542361095,12.475831928167455,66.71879619336755,12.475831928167455,[16-17],[9-7],[3-3],[4-7],[2-8],[3-1],[4-4],[7-4]
225.0,Massachusetts,A-10,2.5930691894415645,-1.6313052833982482,96.4288356469516,14.559075389264722,98.06014093034985,14.702649820972702,74.42485439980533,14.702649820972702,[14-16],[7-6],[4-2],[3-8],[0-2],[2-4],[6-7],[6-3]
226.0,North Dakota State,Summit,-2.7468561844670916,-1.6572741291208501,102.29344070497349,15.457772605421344,103.95071483409434,15.564029976602807,67.28241194901211,15.564029976602807,[14-17],[7-4],[2-3],[5-10],[0-7],[0-1],[3-4],[11-5]
